trigger,related,slot,support,trigger_lines,related_lines,total_lines,confidence,lift,score
shorts,male_focus,camera,301,21117,4778,572859,0.014254,1.708976,0.213003
shorts,lower_body,camera,36,21117,449,572859,0.001705,2.175062,0.18083
shorts,vehicle_focus,camera,69,21117,990,572859,0.003268,1.89073,0.179395
shorts,black_shorts,clothing,6348,21117,6350,572859,0.300611,27.119315,31.006043
shorts,short_shorts,clothing,5374,21117,5374,572859,0.254487,27.127859,25.758374
shorts,blue_shorts,clothing,2538,21117,2539,572859,0.120188,27.117175,11.101302
shorts,white_shorts,clothing,2042,21117,2050,572859,0.096699,27.021994,8.654749
shorts,denim_shorts,clothing,1034,21117,1036,572859,0.048965,27.075489,4.08664
shorts,shorts_under_skirt,clothing,921,21117,923,572859,0.043614,27.069077,4.018336
shorts,brown_shorts,clothing,774,21117,774,572859,0.036653,27.127859,3.92583
shorts,pantyhose_under_shorts,clothing,732,21117,736,572859,0.034664,26.980425,3.872236
shorts,smile,expression,8957,21117,214402,572859,0.424161,1.133311,1.900062
shorts,closed_mouth,expression,4946,21117,114033,572859,0.234219,1.176628,1.018335
shorts,blue_eyes,expression,4446,21117,107389,572859,0.210541,1.123117,0.862839
shorts,brown_eyes,expression,2768,21117,58461,572859,0.131079,1.284445,0.579801
shorts,green_eyes,expression,2141,21117,50297,572859,0.101388,1.154756,0.390178
shorts,orange_eyes,expression,698,21117,11639,572859,0.033054,1.626879,0.231833
shorts,grey_eyes,expression,785,21117,14586,572859,0.037174,1.459987,0.211725
shorts,mouth_hold,expression,161,21117,3280,572859,0.007624,1.331581,0.148671
shorts,sitting,pose_action,4485,21117,51872,572859,0.212388,2.345552,1.81967
shorts,standing,pose_action,4265,21117,69880,572859,0.20197,1.6557,1.214191
shorts,holding,pose_action,5490,21117,124346,572859,0.25998,1.197722,1.164689
shorts,holding_ball,pose_action,78,21117,320,572859,0.003694,6.612416,0.642886
shorts,bare_legs,pose_action,767,21117,4732,572859,0.036321,4.397098,0.635473
shorts,playing_games,pose_action,80,21117,377,572859,0.003788,5.756575,0.562487
shorts,knees,pose_action,177,21117,1110,572859,0.008382,4.325794,0.491376
shorts,holding_controller,pose_action,68,21117,357,572859,0.00322,5.167211,0.488843
shorts,plum_blossoms,prop,242,21117,693,572859,0.01146,9.473221,1.13745
shorts,coffee_mug,prop,317,21117,1198,572859,0.015012,7.17824,0.902501
shorts,water_bottle,prop,179,21117,689,572859,0.008477,7.047731,0.802195
shorts,mug,prop,658,21117,3317,572859,0.03116,5.381408,0.760064
shorts,ball,prop,211,21117,1109,572859,0.009992,5.161387,0.605016
shorts,game_controller,prop,127,21117,652,572859,0.006014,5.284108,0.564533
shorts,poke_ball_(basic),prop,163,21117,897,572859,0.007719,4.929589,0.551632
shorts,coffee,prop,213,21117,1261,572859,0.010087,4.582263,0.538028
shorts,fireplace,scene,539,21117,1122,572859,0.025524,13.032011,1.785107
shorts,couch,scene,770,21117,3205,572859,0.036464,6.517458,0.942455
shorts,on_couch,scene,326,21117,1239,572859,0.015438,7.137758,0.90162
shorts,bedroom,scene,126,21117,528,572859,0.005967,6.473694,0.690594
shorts,indoors,scene,1867,21117,22038,572859,0.088412,2.298199,0.665131
shorts,on_bed,scene,416,21117,2555,572859,0.0197,4.416904,0.580692
shorts,outdoors,scene,2523,21117,48866,572859,0.119477,1.400638,0.569579
shorts,bed,scene,412,21117,2613,572859,0.01951,4.277336,0.561467
shorts,steam,style_light,435,21117,2956,572859,0.0206,3.99209,0.528625
shorts,wet_shirt,style_light,51,21117,351,572859,0.002415,3.941655,0.351858
shorts,neon_lights,style_light,44,21117,314,572859,0.002084,3.801356,0.329272
shorts,wet_clothes,style_light,89,21117,1021,572859,0.004215,2.36472,0.235956
shorts,light_blue_hair,style_light,191,21117,2749,572859,0.009045,1.884839,0.217058
shorts,sweat,style_light,530,21117,9555,572859,0.025098,1.504737,0.205577
shorts,shadow,style_light,558,21117,10581,572859,0.026424,1.430616,0.197021
shorts,wet,style_light,149,21117,2590,572859,0.007056,1.560637,0.171779
silhouette,very_wide_shot,camera,40,1280,447,572859,0.03125,40.048867,3.402091
silhouette,wide_shot,camera,104,1280,4156,572859,0.08125,11.199421,1.871687
silhouette,from_behind,camera,138,1280,9789,572859,0.107813,6.309262,1.476249
silhouette,landscape,camera,26,1280,805,572859,0.020313,14.454905,1.12481
silhouette,looking_afar,camera,28,1280,1981,572859,0.021875,6.32574,0.499665
silhouette,from_side,camera,116,1280,21007,572859,0.090625,2.471336,0.470409
silhouette,facing_away,camera,26,1280,1951,572859,0.020313,5.964223,0.464107
silhouette,lens_flare,camera,35,1280,2885,572859,0.027344,5.429502,0.448806
silhouette,cross,clothing,24,1280,3465,572859,0.01875,3.099886,0.237371
silhouette,star_(symbol),clothing,72,1280,21414,572859,0.05625,1.504778,0.161992
silhouette,boots,clothing,80,1280,29493,572859,0.0625,1.213972,0.148275
silhouette,mask,clothing,24,1280,5979,572859,0.01875,1.796472,0.137563
silhouette,witch_hat,clothing,31,1280,8495,572859,0.024219,1.633188,0.131699
silhouette,high_heels,clothing,27,1280,7328,572859,0.021094,1.648983,0.129297
silhouette,military,clothing,19,1280,5149,572859,0.014844,1.651462,0.120755
silhouette,coat,clothing,48,1280,19236,572859,0.0375,1.116771,0.098467
silhouette,glowing_eyes,expression,19,1280,2132,572859,0.014844,3.98845,0.291635
silhouette,black_eyes,expression,37,1280,14394,572859,0.028906,1.150424,0.096181
silhouette,standing,pose_action,311,1280,69880,572859,0.242969,1.991798,1.21301
silhouette,walking,pose_action,28,1280,3209,572859,0.021875,3.905045,0.308456
silhouette,floating,pose_action,21,1280,3013,572859,0.016406,3.119306,0.232601
silhouette,outstretched_arm,pose_action,26,1280,4896,572859,0.020313,2.376675,0.184941
silhouette,leg_up,pose_action,20,1280,3618,572859,0.015625,2.473997,0.18272
silhouette,holding_umbrella,pose_action,22,1280,5059,572859,0.017188,1.946237,0.146469
silhouette,outstretched_arms,pose_action,26,1280,6187,572859,0.020313,1.88075,0.146351
silhouette,arm_up,pose_action,39,1280,10691,572859,0.030469,1.632616,0.137972
silhouette,utility_pole,prop,43,1280,1305,572859,0.033594,14.74673,1.271371
silhouette,tree,prop,160,1280,16556,572859,0.125,4.325162,1.205881
silhouette,power_lines,prop,46,1280,1524,572859,0.035937,13.508609,1.180779
silhouette,watercraft,prop,28,1280,874,572859,0.021875,14.337861,1.132536
silhouette,bird,prop,100,1280,8565,572859,0.078125,5.22529,0.833349
silhouette,aircraft,prop,23,1280,1237,572859,0.017969,8.321391,0.631807
silhouette,bat_(animal),prop,18,1280,1031,572859,0.014063,7.813608,0.565376
silhouette,forest,prop,48,1280,3653,572859,0.0375,5.880704,0.51851
silhouette,sky,scene,390,1280,36349,572859,0.304688,4.801865,3.806991
silhouette,outdoors,scene,379,1280,48866,572859,0.296094,3.471124,2.661894
silhouette,star_(sky),scene,137,1280,6625,572859,0.107031,9.254915,2.146869
silhouette,night,scene,177,1280,12540,572859,0.138281,6.317038,1.984517
silhouette,cloud,scene,230,1280,22848,572859,0.179688,4.505235,1.926863
silhouette,hill,scene,23,1280,413,572859,0.017969,24.923874,1.892363
silhouette,skyline,scene,18,1280,335,572859,0.014063,24.047253,1.740009
silhouette,night_sky,scene,119,1280,6090,572859,0.092969,8.745154,1.715964
silhouette,city_lights,style_light,22,1280,608,572859,0.017188,16.194102,1.218728
silhouette,light,style_light,35,1280,1593,572859,0.027344,9.833091,0.812809
silhouette,backlighting,style_light,59,1280,3686,572859,0.046094,7.163652,0.658644
silhouette,light_particles,style_light,68,1280,5301,572859,0.053125,5.741018,0.577073
silhouette,shadow,style_light,79,1280,10581,572859,0.061719,3.341474,0.402026
silhouette,wind,style_light,54,1280,5520,572859,0.042188,4.378168,0.395388
silhouette,blurry_foreground,style_light,34,1280,3689,572859,0.026562,4.124849,0.33895
silhouette,blurry,style_light,107,1280,24859,572859,0.083594,1.926362,0.333044
silver_hair,cowboy_shot,camera,51,596,37595,572859,0.08557,1.303892,0.199198
silver_hair,head_tilt,camera,29,596,12618,572859,0.048658,2.209067,0.175738
silver_hair,portrait,camera,33,596,26929,572859,0.055369,1.177864,0.10653
silver_hair,dress,clothing,188,596,115198,572859,0.315436,1.568608,1.13638
silver_hair,bow,clothing,123,596,108162,572859,0.206376,1.093029,0.479088
silver_hair,thighhighs,clothing,59,596,41024,572859,0.098993,1.382342,0.251633
silver_hair,hair_bow,clothing,59,596,45295,572859,0.098993,1.251997,0.227906
silver_hair,puffy_sleeves,clothing,57,596,42265,572859,0.095638,1.29627,0.226382
silver_hair,braid,clothing,58,596,46282,572859,0.097315,1.204529,0.214805
silver_hair,zettai_ryouiki,clothing,26,596,10310,572859,0.043624,2.423908,0.188617
silver_hair,boots,clothing,44,596,29493,572859,0.073826,1.433954,0.183395
silver_hair,blue_eyes,expression,167,596,107389,572859,0.280201,1.494714,0.941498
silver_hair,hair_between_eyes,expression,123,596,94992,572859,0.206376,1.244571,0.54551
silver_hair,red_eyes,expression,110,596,78718,572859,0.184564,1.343136,0.515417
silver_hair,grey_eyes,expression,30,596,14586,572859,0.050336,1.976908,0.159419
silver_hair,standing,pose_action,123,596,69880,572859,0.206376,1.691818,0.741544
silver_hair,expressionless,pose_action,22,596,14592,572859,0.036913,1.449137,0.109058
silver_hair,holding_weapon,pose_action,20,596,16875,572859,0.033557,1.139168,0.084134
silver_hair,flower,prop,92,596,61603,572859,0.154362,1.435448,0.445064
silver_hair,blue_flower,prop,18,596,5725,572859,0.030201,3.022028,0.218668
silver_hair,weapon,prop,49,596,32152,572859,0.082215,1.464838,0.213266
silver_hair,bug,prop,18,596,6641,572859,0.030201,2.605197,0.188507
silver_hair,rose,prop,23,596,10106,572859,0.038591,2.18751,0.166088
silver_hair,animal,prop,21,596,9417,572859,0.035235,2.143425,0.159831
silver_hair,tree,prop,30,596,16556,572859,0.050336,1.741676,0.14045
silver_hair,sword,prop,22,596,13518,572859,0.036913,1.56427,0.117723
silver_hair,outdoors,scene,83,596,48866,572859,0.139262,1.632574,0.447545
silver_hair,day,scene,53,596,24340,572859,0.088926,2.09294,0.334888
silver_hair,building,scene,26,596,7328,572859,0.043624,3.410275,0.265371
silver_hair,sky,scene,57,596,36349,572859,0.095638,1.507245,0.263227
silver_hair,cloud,scene,43,596,22848,572859,0.072148,1.80893,0.225035
silver_hair,cloudy_sky,scene,18,596,6320,572859,0.030201,2.737518,0.198081
silver_hair,water,scene,28,596,12065,572859,0.04698,2.230654,0.176198
silver_hair,petals,scene,22,596,13565,572859,0.036913,1.55885,0.117315
silver_hair,depth_of_field,style_light,23,596,11727,572859,0.038591,1.885135,0.14313
silver_hair,blurry,style_light,31,596,24859,572859,0.052013,1.198614,0.100547
sitting,looking_at_viewer,camera,27736,51872,281535,572859,0.534701,1.087993,2.584836
sitting,between_legs,camera,1344,51872,1697,572859,0.02591,8.746457,1.369528
sitting,full_body,camera,10859,51872,78638,572859,0.209342,1.525008,1.288548
sitting,foot_focus,camera,1049,51872,1469,572859,0.020223,7.886212,1.192749
sitting,foreshortening,camera,997,51872,3477,572859,0.01922,3.166688,0.475483
sitting,from_above,camera,1111,51872,5335,572859,0.021418,2.299823,0.350678
sitting,lower_body,camera,127,51872,449,572859,0.002448,3.12372,0.333726
sitting,looking_up,camera,897,51872,5785,572859,0.017293,1.712395,0.25323
sitting,long_sleeves,clothing,20566,51872,174964,572859,0.396476,1.298123,2.219977
sitting,skirt,clothing,18082,51872,146273,572859,0.348589,1.365202,2.026114
sitting,shirt,clothing,18232,51872,174508,572859,0.351481,1.153808,1.728041
sitting,socks,clothing,6755,51872,34457,572859,0.130224,2.165024,1.079901
sitting,no_shoes,clothing,2613,51872,4751,572859,0.050374,6.073921,1.046042
sitting,dress,clothing,11568,51872,115198,572859,0.22301,1.108991,1.005004
sitting,pantyhose,clothing,6643,51872,36087,572859,0.128065,2.032957,0.995327
sitting,white_shirt,clothing,10323,51872,94384,572859,0.199009,1.207876,0.964933
sitting,blush,expression,18735,51872,173813,572859,0.361178,1.190382,1.83708
sitting,closed_mouth,expression,14420,51872,114033,572859,0.277992,1.396527,1.614725
sitting,brown_eyes,expression,5926,51872,58461,572859,0.114243,1.119464,0.482595
sitting,closed_eyes,expression,3470,51872,34659,572859,0.066895,1.105677,0.261952
sitting,mouth_hold,expression,408,51872,3280,572859,0.007866,1.373729,0.180039
sitting,grey_eyes,expression,1453,51872,14586,572859,0.028011,1.10013,0.174109
sitting,black_eyes,expression,1411,51872,14394,572859,0.027202,1.082581,0.170647
sitting,upturned_eyes,expression,52,51872,318,572859,0.001002,1.805889,0.161843
sitting,wariza,pose_action,4203,51872,4203,572859,0.081026,11.043704,3.243398
sitting,seiza,pose_action,2164,51872,2169,572859,0.041718,11.018246,1.838537
sitting,yokozuwari,pose_action,729,51872,729,572859,0.014054,11.043704,1.584023
sitting,indian_style,pose_action,722,51872,722,572859,0.013919,11.043704,1.581741
sitting,hand_between_legs,pose_action,1267,51872,1549,572859,0.024426,9.033165,1.402937
sitting,knees_up,pose_action,2496,51872,3548,572859,0.048118,7.76919,1.320366
sitting,crossed_legs,pose_action,2062,51872,2911,572859,0.039752,7.822782,1.29717
sitting,holding,pose_action,13485,51872,124346,572859,0.259967,1.197661,1.285938
sitting,cup,prop,4575,51872,13669,572859,0.088198,3.696316,1.193623
sitting,swivel_chair,prop,340,51872,450,572859,0.006555,8.344132,1.061402
sitting,desk,prop,1681,51872,3012,572859,0.032407,6.163501,0.994833
sitting,stool,prop,382,51872,552,572859,0.007364,7.642563,0.990968
sitting,mug,prop,1698,51872,3317,572859,0.032734,5.653364,0.913722
sitting,coffee_mug,prop,679,51872,1198,572859,0.01309,6.259328,0.888267
sitting,school_chair,prop,355,51872,582,572859,0.006844,6.73628,0.863016
sitting,potted_plant,prop,1182,51872,2655,572859,0.022787,4.916632,0.756246
sitting,indoors,scene,8973,51872,22038,572859,0.172983,4.496558,3.075091
sitting,chair,scene,4341,51872,5989,572859,0.083687,8.004795,2.437474
sitting,invisible_chair,scene,1021,51872,1021,572859,0.019683,11.043704,1.663877
sitting,on_chair,scene,1336,51872,1469,572859,0.025756,10.043831,1.57138
sitting,fireplace,scene,1046,51872,1122,572859,0.020165,10.295645,1.556529
sitting,couch,scene,2465,51872,3205,572859,0.047521,8.493831,1.441223
sitting,on_couch,scene,1001,51872,1239,572859,0.019298,8.922314,1.340467
sitting,on_desk,scene,343,51872,366,572859,0.006612,10.3497,1.318435
sitting,steam,style_light,1254,51872,2956,572859,0.024175,4.684981,0.726581
sitting,train_interior,style_light,185,51872,409,572859,0.003566,4.995318,0.571973
sitting,wet_shirt,style_light,120,51872,351,572859,0.002313,3.775625,0.399073
sitting,wet,style_light,649,51872,2590,572859,0.012512,2.767322,0.390038
sitting,wet_clothes,style_light,284,51872,1021,572859,0.005475,3.071902,0.379126
sitting,sunlight,style_light,1281,51872,6116,572859,0.024695,2.313111,0.359796
sitting,dappled_sunlight,style_light,227,51872,1064,572859,0.004376,2.356129,0.279761
sitting,blurry,style_light,3025,51872,24859,572859,0.058317,1.343868,0.272896
sleeping,facing_viewer,camera,185,2727,8847,572859,0.06784,4.392768,0.682444
sleeping,from_above,camera,117,2727,5335,572859,0.042904,4.606956,0.484607
sleeping,pov,camera,40,2727,2781,572859,0.014668,3.021493,0.256671
sleeping,male_focus,camera,26,2727,4778,572859,0.009534,1.143115,0.088952
sleeping,pajamas,clothing,150,2727,1780,572859,0.055006,17.70247,2.146225
sleeping,nightcap,clothing,27,2727,438,572859,0.009901,12.949478,1.01537
sleeping,pink_pajamas,clothing,19,2727,321,572859,0.006967,12.434009,0.909173
sleeping,hair_spread_out,clothing,23,2727,603,572859,0.008434,8.012594,0.608362
sleeping,unworn_headwear,clothing,53,2727,2266,572859,0.019435,4.91336,0.44204
sleeping,sheep_horns,clothing,19,2727,760,572859,0.006967,5.251733,0.384006
sleeping,hair_down,clothing,30,2727,1578,572859,0.011001,3.993713,0.319908
sleeping,animal_on_head,clothing,21,2727,1446,572859,0.007701,3.050799,0.227492
sleeping,closed_eyes,expression,2093,2727,34659,572859,0.76751,12.68574,32.352603
sleeping,drooling,expression,276,2727,2984,572859,0.10121,19.430003,4.830476
sleeping,mouth_drool,expression,76,2727,436,572859,0.027869,36.617586,3.541833
sleeping,no_mouth,expression,20,2727,1081,572859,0.007334,3.886574,0.287047
sleeping,blush_stickers,expression,117,2727,10404,572859,0.042904,2.362371,0.248498
sleeping,covered_mouth,expression,22,2727,2579,572859,0.008067,1.791983,0.13486
sleeping,wavy_mouth,expression,23,2727,4001,572859,0.008434,1.207597,0.091688
sleeping,zzz,pose_action,386,2727,467,572859,0.141547,173.633303,63.844484
sleeping,lying,pose_action,1106,2727,10052,572859,0.405574,23.113475,28.569481
sleeping,on_side,pose_action,458,2727,2265,572859,0.16795,42.477591,19.049846
sleeping,on_back,pose_action,358,2727,4162,572859,0.13128,18.069393,6.086566
sleeping,on_stomach,pose_action,148,2727,2429,572859,0.054272,12.799612,1.527323
sleeping,=_=,pose_action,88,2727,1262,572859,0.03227,14.648256,1.458399
sleeping,barefoot,pose_action,228,2727,11020,572859,0.083608,4.346262,0.86361
sleeping,sitting,pose_action,458,2727,51872,572859,0.16795,1.854791,0.831815
sleeping,blanket,prop,185,2727,1002,572859,0.06784,38.785251,6.02553
sleeping,mandarin_orange,prop,38,2727,455,572859,0.013935,17.54425,1.474806
sleeping,sheep,prop,27,2727,413,572859,0.009901,13.733345,1.076833
sleeping,eraser,prop,19,2727,301,572859,0.006967,13.260189,0.969584
sleeping,book,prop,236,2727,11813,572859,0.086542,4.196763,0.868378
sleeping,lamp,prop,55,2727,1333,572859,0.020169,8.667526,0.785674
sleeping,cat,prop,167,2727,6260,572859,0.061239,5.604085,0.771485
sleeping,stuffed_toy,prop,185,2727,8274,572859,0.06784,4.696981,0.729705
sleeping,pillow,scene,567,2727,5304,572859,0.207921,22.456504,12.892411
sleeping,under_covers,scene,170,2727,729,572859,0.06234,48.987356,6.887265
sleeping,bed,scene,209,2727,2613,572859,0.076641,16.802329,3.0139
sleeping,kotatsu,scene,58,2727,395,572859,0.021269,30.84562,2.826244
sleeping,on_bed,scene,186,2727,2555,572859,0.068207,15.292717,2.390978
sleeping,tatami,scene,57,2727,674,572859,0.020902,17.765505,1.622057
sleeping,bed_sheet,scene,122,2727,1741,572859,0.044738,14.720537,1.560799
sleeping,indoors,scene,388,2727,22038,572859,0.142281,3.69847,1.368115
sleeping,train_interior,style_light,32,2727,409,572859,0.011735,16.43574,1.333965
sleeping,sunlight,style_light,109,2727,6116,572859,0.039971,3.743877,0.38853
sleeping,dappled_sunlight,style_light,22,2727,1064,572859,0.008067,4.343538,0.326884
sleeping,light_particles,style_light,55,2727,5301,572859,0.020169,2.179553,0.197567
sleeping,shadow,style_light,91,2727,10581,572859,0.03337,1.806664,0.181057
sleeping,light_rays,style_light,21,2727,1919,572859,0.007701,2.29883,0.171419
sleeping,light_brown_hair,style_light,36,2727,6621,572859,0.013201,1.142198,0.09496
sleeping,snow,style_light,29,2727,5339,572859,0.010634,1.14104,0.090773
smile,looking_at_viewer,camera,127728,214402,281535,572859,0.595741,1.212195,3.68755
smile,cowboy_shot,camera,16311,214402,37595,572859,0.076077,1.159229,0.371524
smile,facing_viewer,camera,5294,214402,8847,572859,0.024692,1.598847,0.297753
smile,head_tilt,camera,6471,214402,12618,572859,0.030182,1.37025,0.261145
smile,reaching_towards_viewer,camera,1120,214402,1983,572859,0.005224,1.509087,0.230368
smile,pointing_at_viewer,camera,611,214402,1167,572859,0.00285,1.398908,0.195364
smile,dutch_angle,camera,2573,214402,6254,572859,0.012001,1.099261,0.187541
smile,lens_flare,camera,1279,214402,2885,572859,0.005965,1.184523,0.184208
smile,long_sleeves,clothing,71753,214402,174964,572859,0.334666,1.095747,1.780702
smile,shirt,clothing,71292,214402,174508,572859,0.332516,1.091552,1.761472
smile,bow,clothing,48757,214402,108162,572859,0.227409,1.204429,1.28407
smile,hair_ornament,clothing,46923,214402,108389,572859,0.218855,1.156697,1.182581
smile,dress,clothing,47830,214402,115198,572859,0.223086,1.109365,1.15817
smile,hat,clothing,40059,214402,94614,572859,0.186841,1.131263,0.972877
smile,white_shirt,clothing,39176,214402,94384,572859,0.182722,1.109023,0.930766
smile,ribbon,clothing,39653,214402,96947,572859,0.184947,1.09285,0.929423
smile,open_mouth,expression,77824,214402,143257,572859,0.362982,1.451499,2.576998
smile,blush,expression,83176,214402,173813,572859,0.387944,1.2786,2.44047
smile,closed_mouth,expression,50667,214402,114033,572859,0.236318,1.187172,1.319934
smile,hair_between_eyes,expression,40381,214402,94992,572859,0.188342,1.135819,0.98539
smile,brown_eyes,expression,24506,214402,58461,572859,0.114299,1.120018,0.561926
smile,green_eyes,expression,21272,214402,50297,572859,0.099215,1.130017,0.485236
smile,closed_eyes,expression,16945,214402,34659,572859,0.079034,1.306305,0.436642
smile,evil_smile,expression,570,214402,570,572859,0.002659,2.671892,0.369179
smile,standing,pose_action,28712,214402,69880,572859,0.133917,1.097816,0.655428
smile,grin,pose_action,12715,214402,12717,572859,0.059304,2.671472,0.650302
smile,:d,pose_action,4005,214402,4012,572859,0.01868,2.66723,0.480593
smile,one_eye_closed,pose_action,13703,214402,22492,572859,0.063913,1.62782,0.43042
smile,happy,pose_action,5800,214402,6907,572859,0.027052,2.243662,0.422277
smile,^_^,pose_action,4767,214402,5700,572859,0.022234,2.234546,0.411062
smile,xd,pose_action,497,214402,498,572859,0.002318,2.666527,0.360649
smile,hand_up,pose_action,14985,214402,32439,572859,0.069892,1.234264,0.360239
smile,flower,prop,26686,214402,61603,572859,0.124467,1.157445,0.637691
smile,heart,prop,16215,214402,31633,572859,0.075629,1.369605,0.436099
smile,confetti,prop,1040,214402,1552,572859,0.004851,1.790443,0.270463
smile,christmas_tree,prop,747,214402,1098,572859,0.003484,1.817763,0.261676
smile,pom_pom_(cheerleading),prop,465,214402,656,572859,0.002169,1.893948,0.253476
smile,bouquet,prop,1752,214402,3114,572859,0.008172,1.503261,0.24398
smile,musical_note,prop,2221,214402,4082,572859,0.010359,1.453766,0.243397
smile,mug,prop,1844,214402,3317,572859,0.008601,1.485369,0.242717
smile,fireplace,scene,1060,214402,1122,572859,0.004944,2.524247,0.382346
smile,stadium,scene,293,214402,354,572859,0.001367,2.211481,0.274383
smile,christmas,scene,1847,214402,3031,572859,0.008615,1.62817,0.266109
smile,sash,scene,8114,214402,16387,572859,0.037845,1.322984,0.258628
smile,day,scene,11044,214402,24340,572859,0.051511,1.212341,0.252512
smile,couch,scene,1852,214402,3205,572859,0.008638,1.543945,0.252433
smile,new_year,scene,1999,214402,3575,572859,0.009324,1.494017,0.246735
smile,on_couch,scene,742,214402,1239,572859,0.003461,1.600116,0.230114
smile,blurry,style_light,10382,214402,24859,572859,0.048423,1.115877,0.224107
smile,blurry_background,style_light,6010,214402,13705,572859,0.028031,1.171694,0.221427
smile,light_blush,style_light,3306,214402,7178,572859,0.01542,1.230604,0.216624
smile,steam,style_light,1492,214402,2956,572859,0.006959,1.3486,0.214203
smile,light_brown_hair,style_light,3017,214402,6621,572859,0.014072,1.217505,0.211907
smile,depth_of_field,style_light,4980,214402,11727,572859,0.023227,1.134648,0.209802
smile,fox_shadow_puppet,style_light,362,214402,608,572859,0.001688,1.59083,0.204465
smile,snowflakes,style_light,982,214402,1993,572859,0.00458,1.316507,0.197246
sneakers,full_body,camera,3369,6022,78638,572859,0.559449,4.07545,8.045655
sneakers,looking_at_viewer,camera,3264,6022,281535,572859,0.542013,1.102871,2.101209
sneakers,vehicle_focus,camera,98,6022,990,572859,0.016274,9.416681,0.957405
sneakers,wide_shot,camera,143,6022,4156,572859,0.023746,3.273162,0.357542
sneakers,from_below,camera,78,6022,2357,572859,0.012953,3.148053,0.306067
sneakers,between_legs,camera,55,6022,1697,572859,0.009133,3.083102,0.27947
sneakers,midriff_peek,camera,41,6022,1360,572859,0.006808,2.86782,0.24485
sneakers,from_side,camera,330,6022,21007,572859,0.054799,1.494366,0.207302
sneakers,shoes,clothing,6019,6022,39469,572859,0.999502,14.50692,54.812395
sneakers,socks,clothing,1875,6022,34457,572859,0.311358,5.176435,5.278906
sneakers,shorts,clothing,1442,6022,21117,572859,0.239455,6.49591,4.918377
sneakers,jacket,clothing,2153,6022,74842,572859,0.357522,2.736564,3.262963
sneakers,black_leggings,clothing,157,6022,514,572859,0.026071,29.056515,3.22922
sneakers,hood,clothing,1321,6022,27080,572859,0.219362,4.640461,3.180233
sneakers,hoodie,clothing,897,6022,12588,572859,0.148954,6.778642,2.98631
sneakers,leggings,clothing,209,6022,995,572859,0.034706,19.981597,2.338291
sneakers,closed_mouth,expression,1361,6022,114033,572859,0.226005,1.135363,0.804955
sneakers,blue_eyes,expression,1230,6022,107389,572859,0.204251,1.089563,0.688424
sneakers,dot_mouth,expression,39,6022,831,572859,0.006476,4.464477,0.377292
sneakers,orange_eyes,expression,265,6022,11639,572859,0.044005,2.165894,0.264167
sneakers,black_eyes,expression,241,6022,14394,572859,0.04002,1.592731,0.191102
sneakers,mouth_hold,expression,65,6022,3280,572859,0.010794,1.885153,0.176739
sneakers,multicolored_eyes,expression,63,6022,3659,572859,0.010462,1.637892,0.152596
sneakers,grey_eyes,expression,187,6022,14586,572859,0.031053,1.219586,0.139915
sneakers,standing,pose_action,1605,6022,69880,572859,0.266523,2.184888,1.86819
sneakers,sitting,pose_action,1311,6022,51872,572859,0.217702,2.404234,1.633499
sneakers,squatting,pose_action,340,6022,4008,572859,0.05646,8.069715,1.159111
sneakers,holding,pose_action,1638,6022,124346,572859,0.272003,1.25311,1.096497
sneakers,hand_in_pocket,pose_action,215,6022,2929,572859,0.035702,6.982743,0.821234
sneakers,hands_in_pockets,pose_action,185,6022,2457,572859,0.030721,7.162647,0.820136
sneakers,midair,pose_action,46,6022,546,572859,0.007639,8.014421,0.700536
sneakers,knee_up,pose_action,102,6022,1480,572859,0.016938,6.556098,0.671744
sneakers,bag,prop,1017,6022,24266,572859,0.168881,3.986849,2.027697
sneakers,backpack,prop,506,6022,8253,572859,0.084025,5.832378,1.32938
sneakers,baseball_bat,prop,51,6022,443,572859,0.008469,10.951496,0.977602
sneakers,car,prop,150,6022,1663,572859,0.024909,8.58037,0.945608
sneakers,cable,prop,147,6022,1757,572859,0.02441,7.958891,0.873846
sneakers,sticker,prop,39,6022,422,572859,0.006476,8.791422,0.742961
sneakers,motor_vehicle,prop,216,6022,3447,572859,0.035868,5.961005,0.701643
sneakers,ball,prop,83,6022,1109,572859,0.013783,7.119566,0.700737
sneakers,outdoors,scene,915,6022,48866,572859,0.151943,1.781235,0.802774
sneakers,air_conditioner,scene,31,6022,316,572859,0.005148,9.332148,0.752537
sneakers,vending_machine,scene,27,6022,318,572859,0.004484,8.07688,0.633309
sneakers,street,scene,80,6022,1184,572859,0.013285,6.427547,0.628049
sneakers,crosswalk,scene,28,6022,346,572859,0.00465,7.698195,0.608074
sneakers,road,scene,135,6022,2339,572859,0.022418,5.490483,0.593348
sneakers,road_sign,scene,49,6022,839,572859,0.008137,5.55573,0.491919
sneakers,invisible_chair,scene,52,6022,1021,572859,0.008635,4.844897,0.434198
sneakers,lightning_bolt_symbol,style_light,31,6022,469,572859,0.005148,6.287758,0.50704
sneakers,shadow,style_light,332,6022,10581,572859,0.055131,2.984821,0.416991
sneakers,train_station,style_light,22,6022,424,572859,0.003653,4.935871,0.371461
sneakers,drop_shadow,style_light,25,6022,673,572859,0.004151,3.533718,0.272815
sneakers,film_grain,style_light,48,6022,1797,572859,0.007971,2.540974,0.224041
sneakers,light_blush,style_light,135,6022,7178,572859,0.022418,1.789111,0.193346
