trigger,related,slot,support,trigger_lines,related_lines,total_lines,confidence,lift,score
1boy,male_focus,camera,3896,7506,4778,572859,0.519051,62.231746,116.018254
1boy,looking_at_another,camera,508,7506,1862,572859,0.067679,20.822037,3.825084
1boy,pov,camera,378,7506,2781,572859,0.05036,10.373612,1.352437
1boy,gradient,camera,109,7506,820,572859,0.014522,10.144995,1.052821
1boy,upper_body,camera,1813,7506,112180,572859,0.24154,1.23345,0.971478
1boy,from_side,camera,493,7506,21007,572859,0.065681,1.791109,0.317816
1boy,eye_focus,camera,36,7506,849,572859,0.004796,3.23619,0.26905
1boy,profile,camera,260,7506,9573,572859,0.034639,2.072834,0.251991
1boy,demon_slayer_uniform,clothing,441,7506,1003,572859,0.058753,33.556514,5.232831
1boy,pants,clothing,1221,7506,16758,572859,0.16267,5.560741,2.795339
1boy,black_pants,clothing,554,7506,5731,572859,0.073808,7.377658,1.498147
1boy,haori,clothing,200,7506,1488,572859,0.026645,10.258084,1.191076
1boy,jewelry,clothing,1396,7506,60527,572859,0.185985,1.760254,1.030588
1boy,clothes_lift,clothing,88,7506,990,572859,0.011724,6.784013,0.675425
1boy,green_shorts,clothing,66,7506,709,572859,0.008793,7.104555,0.668117
1boy,jacket,clothing,1237,7506,74842,572859,0.164801,1.261431,0.643586
1boy,blush,expression,2466,7506,173813,572859,0.328537,1.082804,1.207298
1boy,closed_mouth,expression,1909,7506,114033,572859,0.25433,1.277658,1.066824
1boy,closed_eyes,expression,1000,7506,34659,572859,0.133227,2.20203,0.881376
1boy,blank_eyes,expression,32,7506,326,572859,0.004263,7.491548,0.608032
1boy,glowing_eyes,expression,120,7506,2132,572859,0.015987,4.295693,0.454043
1boy,half-closed_eyes,expression,126,7506,5205,572859,0.016787,1.847519,0.197088
1boy,crying_with_eyes_open,expression,73,7506,3240,572859,0.009726,1.719559,0.164998
1boy,black_eyes,expression,251,7506,14394,572859,0.03344,1.330857,0.16081
1boy,kiss,pose_action,581,7506,1074,572859,0.077405,41.286782,8.857419
1boy,hug,pose_action,539,7506,1531,572859,0.071809,26.869077,5.285861
1boy,french_kiss,pose_action,317,7506,634,572859,0.042233,38.160072,4.797766
1boy,eye_contact,pose_action,150,7506,349,572859,0.019984,32.802354,3.615016
1boy,hand_on_another's_head,pose_action,107,7506,342,572859,0.014255,23.87794,2.469201
1boy,holding_hands,pose_action,119,7506,708,572859,0.015854,12.827821,1.353713
1boy,hand_on_another's_face,pose_action,58,7506,339,572859,0.007727,13.057724,1.19642
1boy,heavy_breathing,pose_action,47,7506,304,572859,0.006262,11.799496,1.035922
1boy,tree,prop,642,7506,16556,572859,0.085532,2.959503,0.712373
1boy,forest,prop,195,7506,3653,572859,0.025979,4.074029,0.470908
1boy,snake,prop,53,7506,996,572859,0.007061,4.061212,0.365375
1boy,spikes,prop,48,7506,907,572859,0.006395,4.038993,0.356124
1boy,cherry_blossoms,prop,257,7506,6702,572859,0.034239,2.92663,0.355075
1boy,bandages,prop,158,7506,3780,572859,0.02105,3.190101,0.354948
1boy,ground_vehicle,prop,23,7506,382,572859,0.003064,4.595192,0.348893
1boy,sword,prop,408,7506,13518,572859,0.054357,2.303493,0.328197
1boy,outdoors,scene,1459,7506,48866,572859,0.194378,2.278703,1.402767
1boy,indoors,scene,870,7506,22038,572859,0.115907,3.012911,1.028267
1boy,day,scene,796,7506,24340,572859,0.106048,2.495926,0.769275
1boy,sliding_doors,scene,63,7506,674,572859,0.008393,7.133782,0.664627
1boy,sky,scene,894,7506,36349,572859,0.119105,1.877086,0.66091
1boy,bedroom,scene,44,7506,528,572859,0.005862,6.360012,0.550902
1boy,pool,scene,26,7506,319,572859,0.003464,6.220451,0.484045
1boy,tatami,scene,46,7506,674,572859,0.006128,5.208793,0.455297
1boy,sweat,style_light,776,7506,9555,572859,0.103384,6.198266,1.85539
1boy,blurry,style_light,592,7506,24859,572859,0.07887,1.817512,0.398448
1boy,wet_shirt,style_light,23,7506,351,572859,0.003064,5.001035,0.379707
1boy,wet,style_light,104,7506,2590,572859,0.013856,3.064593,0.315179
1boy,wet_clothes,style_light,46,7506,1021,572859,0.006128,3.438518,0.300559
1boy,blurry_background,style_light,357,7506,13705,572859,0.047562,1.988055,0.254935
1boy,snow,style_light,101,7506,5339,572859,0.013456,1.443779,0.14765
1boy,eyeshadow,style_light,37,7506,2507,572859,0.004929,1.126384,0.094171
2girls,looking_at_another,camera,442,2241,1862,572859,0.197233,60.680406,31.777232
2girls,close-up,camera,177,2241,8256,572859,0.078983,5.480365,0.983374
2girls,foot_focus,camera,55,2241,1469,572859,0.024543,9.570768,0.867549
2girls,pov,camera,85,2241,2781,572859,0.037929,7.813108,0.772608
2girls,from_side,camera,240,2241,21007,572859,0.107095,2.920472,0.749999
2girls,gradient,camera,21,2241,820,572859,0.009371,6.546532,0.488162
2girls,profile,camera,132,2241,9573,572859,0.058902,3.524778,0.446853
2girls,facing_away,camera,20,2241,1951,572859,0.008925,2.620466,0.193537
2girls,lycoris_uniform,clothing,85,2241,449,572859,0.037929,48.392546,4.785354
2girls,red_belt,clothing,63,2241,444,572859,0.028112,36.271329,3.37926
2girls,blue_belt,clothing,52,2241,578,572859,0.023204,22.99754,2.06103
2girls,long_sleeves,clothing,828,2241,174964,572859,0.369478,1.209727,1.306595
2girls,red_sweater,clothing,45,2241,793,572859,0.02008,14.505918,1.262278
2girls,sunglasses,clothing,127,2241,3250,572859,0.056671,9.989097,1.209583
2girls,sweater_dress,clothing,20,2241,317,572859,0.008925,16.127855,1.19114
2girls,two-tone_dress,clothing,78,2241,1700,572859,0.034806,11.728746,1.140317
2girls,closed_eyes,expression,568,2241,34659,572859,0.253458,4.189268,2.932628
2girls,blush,expression,1125,2241,173813,572859,0.502008,1.654536,2.53745
2girls,open_mouth,expression,1001,2241,143257,572859,0.446676,1.786175,2.397314
2girls,smile,expression,1008,2241,214402,572859,0.449799,1.201815,1.625914
2girls,closed_mouth,expression,604,2241,114033,572859,0.269523,1.35398,1.017481
2girls,glowing_eyes,expression,50,2241,2132,572859,0.022311,5.994993,0.533
2girls,half-closed_eyes,expression,105,2241,5205,572859,0.046854,5.156731,0.531323
2girls,purple_eyes,expression,286,2241,47180,572859,0.127622,1.54958,0.488722
2girls,kiss,pose_action,381,2241,1074,572859,0.170013,90.683146,39.964493
2girls,french_kiss,pose_action,280,2241,634,572859,0.124944,112.894987,34.733543
2girls,eye_contact,pose_action,155,2241,349,572859,0.069166,113.530397,17.412554
2girls,hug,pose_action,266,2241,1531,572859,0.118697,44.413227,12.867783
2girls,:d,pose_action,318,2241,4012,572859,0.141901,20.261523,7.233462
2girls,tongue_out,pose_action,376,2241,9636,572859,0.167782,9.974633,4.328825
2girls,hand_on_another's_face,pose_action,53,2241,339,572859,0.02365,39.965206,3.595551
2girls,tongue,pose_action,406,2241,14234,572859,0.181169,7.2913,3.459713
2girls,flower,prop,405,2241,61603,572859,0.180723,1.680579,0.795151
2girls,chalkboard,prop,25,2241,761,572859,0.011156,8.397717,0.648332
2girls,sand,prop,27,2241,1030,572859,0.012048,6.700889,0.525417
2girls,tree,prop,182,2241,16556,572859,0.081214,2.810101,0.521092
2girls,red_rose,prop,55,2241,2959,572859,0.024543,4.751422,0.430696
2girls,cherry_blossoms,prop,106,2241,6702,572859,0.0473,4.043033,0.417334
2girls,desk,prop,45,2241,3012,572859,0.02008,3.819121,0.332333
2girls,feathers,prop,61,2241,4443,572859,0.02722,3.509614,0.32486
2girls,outdoors,scene,510,2241,48866,572859,0.227577,2.667898,1.649027
2girls,indoors,scene,267,2241,22038,572859,0.119143,3.097027,0.90125
2girls,day,scene,269,2241,24340,572859,0.120036,2.825124,0.829343
2girls,sky,scene,315,2241,36349,572859,0.140562,2.215256,0.782154
2girls,petals,scene,174,2241,13565,572859,0.077644,3.278954,0.576602
2girls,street,scene,31,2241,1184,572859,0.013833,6.692924,0.539712
2girls,tatami,scene,19,2241,674,572859,0.008478,7.206088,0.526908
2girls,classroom,scene,33,2241,1390,572859,0.014726,6.068831,0.495662
2girls,sweat,style_light,291,2241,9555,572859,0.129853,7.785171,2.505647
2girls,eyeshadow,style_light,56,2241,2507,572859,0.024989,5.710046,0.519484
2girls,blurry,style_light,192,2241,24859,572859,0.085676,1.974347,0.38996
2girls,wet,style_light,33,2241,2590,572859,0.014726,3.257017,0.266012
2girls,blurry_background,style_light,121,2241,13705,572859,0.053994,2.256899,0.258007
2girls,snow,style_light,58,2241,5339,572859,0.025881,2.776988,0.254443
2girls,snowing,style_light,38,2241,3920,572859,0.016957,2.478012,0.208307
2girls,depth_of_field,style_light,54,2241,11727,572859,0.024096,1.177098,0.106303
animal_focus,full_body,camera,92,330,78638,572859,0.278788,2.030903,1.137252
animal_focus,from_side,camera,30,330,21007,572859,0.090909,2.479083,0.361058
animal_focus,closed_eyes,expression,43,330,34659,572859,0.130303,2.153705,0.483891
animal_focus,black_eyes,expression,20,330,14394,572859,0.060606,2.412028,0.215931
animal_focus,sleeping,pose_action,18,330,2727,572859,0.054545,11.458326,0.904473
animal_focus,lying,pose_action,27,330,10052,572859,0.081818,4.662782,0.598269
animal_focus,sitting,pose_action,43,330,51872,572859,0.130303,1.439028,0.323318
animal_focus,animal,prop,182,330,9417,572859,0.551515,33.550007,42.248693
animal_focus,cat,prop,139,330,6260,572859,0.421212,38.545552,35.283534
animal_focus,black_cat,prop,38,330,1440,572859,0.115152,45.809432,8.86859
animal_focus,bird,prop,59,330,8565,572859,0.178788,11.957997,3.931358
animal_focus,dog,prop,26,330,1448,572859,0.078788,31.170128,3.822012
animal_focus,tree,prop,24,330,16556,572859,0.072727,2.516458,0.280284
animal_focus,grass,scene,35,330,7506,572859,0.106061,8.094561,1.419306
animal_focus,outdoors,scene,73,330,48866,572859,0.221212,2.593283,1.100909
animal_focus,day,scene,31,330,24340,572859,0.093939,2.21093,0.334965
animal_focus,sky,scene,32,330,36349,572859,0.09697,1.528239,0.240554
animal_focus,indoors,scene,25,330,22038,572859,0.075758,1.969254,0.230353
animal_focus,blurry,style_light,27,330,24859,572859,0.081818,1.885445,0.241917
animal_focus,blurry_background,style_light,19,330,13705,572859,0.057576,2.406625,0.202635
backlighting,looking_at_viewer,camera,2188,3686,281535,572859,0.593597,1.207834,2.396124
backlighting,lens_flare,camera,207,3686,2885,572859,0.056158,11.15108,1.463155
backlighting,upper_body,camera,1101,3686,112180,572859,0.298698,1.525332,1.387667
backlighting,bokeh,camera,88,3686,1128,572859,0.023874,12.12456,1.207137
backlighting,from_side,camera,416,3686,21007,572859,0.112859,3.077668,0.913309
backlighting,fisheye,camera,21,3686,342,572859,0.005697,9.543015,0.711604
backlighting,cowboy_shot,camera,432,3686,37595,572859,0.1172,1.785854,0.553694
backlighting,looking_afar,camera,73,3686,1981,572859,0.019805,5.727048,0.549533
backlighting,long_sleeves,clothing,1345,3686,174964,572859,0.364894,1.19472,1.365357
backlighting,shirt,clothing,1291,3686,174508,572859,0.350244,1.14975,1.254098
backlighting,diffraction_spikes,clothing,37,3686,424,572859,0.010038,13.562142,1.133861
backlighting,dress,clothing,824,3686,115198,572859,0.223549,1.111667,0.725943
backlighting,ribbon,clothing,753,3686,96947,572859,0.204286,1.207127,0.71083
backlighting,hair_ornament,clothing,787,3686,108389,572859,0.213511,1.128449,0.699065
backlighting,white_shirt,clothing,707,3686,94384,572859,0.191807,1.164162,0.637621
backlighting,frills,clothing,480,3686,55571,572859,0.130222,1.342411,0.470279
backlighting,closed_mouth,expression,971,3686,114033,572859,0.263429,1.323369,1.042938
backlighting,hair_between_eyes,expression,717,3686,94992,572859,0.19452,1.173072,0.652961
backlighting,glowing_eyes,expression,73,3686,2132,572859,0.019805,5.321427,0.510612
backlighting,streaming_tears,expression,19,3686,424,572859,0.005155,6.964343,0.509232
backlighting,half-closed_eyes,expression,133,3686,5205,572859,0.036082,3.971214,0.427965
backlighting,eyes_visible_through_hair,expression,114,3686,5788,572859,0.030928,3.061038,0.320402
backlighting,crying_with_eyes_open,expression,60,3686,3240,572859,0.016278,2.878052,0.265514
backlighting,closed_eyes,expression,288,3686,34659,572859,0.078133,1.291424,0.249657
backlighting,holding,pose_action,976,3686,124346,572859,0.264786,1.219861,0.967028
backlighting,standing,pose_action,674,3686,69880,572859,0.182854,1.498992,0.77708
backlighting,hand_up,pose_action,426,3686,32439,572859,0.115572,2.04096,0.622599
backlighting,arms_at_sides,pose_action,82,3686,2283,572859,0.022246,5.582135,0.548106
backlighting,arm_at_side,pose_action,96,3686,2959,572859,0.026044,5.042184,0.510598
backlighting,expressionless,pose_action,266,3686,14592,572859,0.072165,2.833083,0.499042
backlighting,arm_support,pose_action,74,3686,3027,572859,0.020076,3.799371,0.365553
backlighting,serious,pose_action,53,3686,2122,572859,0.014379,3.881708,0.349226
backlighting,stained_glass,prop,21,3686,389,572859,0.005697,8.390003,0.625626
backlighting,flower,prop,559,3686,61603,572859,0.151655,1.41027,0.589248
backlighting,power_lines,prop,43,3686,1524,572859,0.011666,4.385064,0.378053
backlighting,utility_pole,prop,37,3686,1305,572859,0.010038,4.406397,0.368396
backlighting,tree,prop,238,3686,16556,572859,0.064569,2.234158,0.345415
backlighting,playing_instrument,prop,35,3686,1563,572859,0.009495,3.480178,0.287674
backlighting,music,prop,54,3686,2685,572859,0.01465,3.125661,0.282275
backlighting,cable,prop,37,3686,1757,572859,0.010038,3.272822,0.273624
backlighting,outdoors,scene,870,3686,48866,572859,0.236028,2.766973,1.922993
backlighting,sky,scene,707,3686,36349,572859,0.191807,3.022869,1.65565
backlighting,sunset,scene,218,3686,3152,572859,0.059143,10.748867,1.498979
backlighting,orange_sky,scene,54,3686,533,572859,0.01465,15.745591,1.421969
backlighting,evening,scene,82,3686,886,572859,0.022246,14.383764,1.412333
backlighting,gradient_sky,scene,69,3686,736,572859,0.018719,14.570139,1.382434
backlighting,window,scene,376,3686,11501,572859,0.102008,5.080947,1.340616
backlighting,sunrise,scene,44,3686,489,572859,0.011937,13.984155,1.211303
backlighting,sunlight,style_light,431,3686,6116,572859,0.116929,10.952221,3.386551
backlighting,light_particles,style_light,387,3686,5301,572859,0.104992,11.346073,3.095797
backlighting,blurry,style_light,714,3686,24859,572859,0.193706,4.463823,2.472727
backlighting,depth_of_field,style_light,447,3686,11727,572859,0.12127,5.923972,1.910879
backlighting,moonlight,style_light,42,3686,303,572859,0.011394,21.542647,1.848363
backlighting,blurry_background,style_light,364,3686,13705,572859,0.098752,4.127763,1.048767
backlighting,wind,style_light,226,3686,5520,572859,0.061313,6.362998,0.925756
backlighting,light,style_light,93,3686,1593,572859,0.025231,9.073181,0.913142
beach,looking_at_viewer,camera,1312,2128,281535,572859,0.616541,1.25452,2.414158
beach,viewfinder,camera,18,2128,325,572859,0.008459,14.909575,1.078826
beach,lens_flare,camera,97,2128,2885,572859,0.045583,9.051114,0.918409
beach,from_behind,camera,144,2128,9789,572859,0.067669,3.960046,0.586197
beach,full_body,camera,358,2128,78638,572859,0.168233,1.225538,0.529016
beach,facing_away,camera,37,2128,1951,572859,0.017387,5.105292,0.426827
beach,wide_shot,camera,57,2128,4156,572859,0.026786,3.692117,0.337104
beach,looking_afar,camera,30,2128,1981,572859,0.014098,4.076739,0.326559
beach,swimsuit,clothing,718,2128,3612,572859,0.337406,53.512202,51.676752
beach,bikini,clothing,513,2128,2457,572859,0.241071,56.206731,36.835254
beach,one-piece_swimsuit,clothing,210,2128,936,572859,0.098684,60.397584,13.961513
beach,frilled_bikini,clothing,93,2128,350,572859,0.043703,71.530461,7.198959
beach,blue_bikini,clothing,90,2128,338,572859,0.042293,71.680649,7.168065
beach,white_bikini,clothing,92,2128,385,572859,0.043233,64.328469,6.460509
beach,side-tie_bikini_bottom,clothing,110,2128,605,572859,0.051692,48.945574,5.260498
beach,black_bikini,clothing,83,2128,501,572859,0.039004,44.598113,4.389531
beach,smile,expression,1142,2128,214402,572859,0.536654,1.433882,2.355784
beach,blush,expression,925,2128,173813,572859,0.43468,1.432635,1.850039
beach,open_mouth,expression,660,2128,143257,572859,0.31015,1.240236,1.087077
beach,closed_mouth,expression,563,2128,114033,572859,0.264568,1.329089,0.969861
beach,brown_eyes,expression,313,2128,58461,572859,0.147086,1.441299,0.53194
beach,split_mouth,expression,35,2128,1820,572859,0.016447,5.176936,0.427929
beach,grey_eyes,expression,125,2128,14586,572859,0.058741,2.307012,0.288693
beach,closed_eyes,expression,141,2128,34659,572859,0.066259,1.095164,0.158117
beach,:d,pose_action,289,2128,4012,572859,0.135808,19.391573,6.519769
beach,knees,pose_action,153,2128,1110,572859,0.071898,37.106037,5.901825
beach,barefoot,pose_action,385,2128,11020,572859,0.180921,9.404923,4.418236
beach,footprints,pose_action,40,2128,336,572859,0.018797,32.047697,2.722404
beach,standing,pose_action,548,2128,69880,572859,0.257519,2.111076,1.493185
beach,holding_ball,pose_action,23,2128,320,572859,0.010808,19.348797,1.469071
beach,wading,pose_action,67,2128,1279,572859,0.031485,14.101989,1.330164
beach,bare_legs,pose_action,138,2128,4732,572859,0.06485,7.850738,1.104918
beach,sand,prop,850,2128,1030,572859,0.399436,222.155883,260.398816
beach,palm_tree,prop,359,2128,556,572859,0.168703,173.81841,75.274682
beach,tree,prop,418,2128,16556,572859,0.196429,6.796682,3.513142
beach,towel,prop,83,2128,650,572859,0.039004,34.374853,3.383316
beach,shell,prop,43,2128,376,572859,0.020207,30.786245,2.654199
beach,innertube,prop,25,2128,307,572859,0.011748,21.921878,1.692444
beach,sparkler,prop,26,2128,329,572859,0.012218,21.274216,1.655456
beach,ball,prop,58,2128,1109,572859,0.027256,14.079024,1.289997
beach,ocean,scene,1538,2128,4409,572859,0.722744,93.905786,216.489364
beach,shore,scene,279,2128,432,572859,0.131109,173.858758,56.094817
beach,water,scene,1299,2128,12065,572859,0.610432,28.983975,55.14725
beach,outdoors,scene,1840,2128,48866,572859,0.864662,10.13648,28.635536
beach,cloud,scene,1267,2128,22848,572859,0.595395,14.9281,27.608174
beach,day,scene,1278,2128,24340,572859,0.600564,14.134694,26.399413
beach,sky,scene,1515,2128,36349,572859,0.711936,11.220088,25.427915
beach,horizon,scene,290,2128,1682,572859,0.136278,46.413907,15.668296
beach,wet_shirt,style_light,43,2128,351,572859,0.020207,32.978998,2.843245
beach,wet_clothes,style_light,74,2128,1021,572859,0.034774,19.511115,1.877242
beach,wet,style_light,131,2128,2590,572859,0.06156,13.615941,1.801474
beach,wind,style_light,86,2128,5520,572859,0.040414,4.194068,0.415689
beach,sunlight,style_light,86,2128,6116,572859,0.040414,3.785359,0.37518
beach,light_rays,style_light,21,2128,1919,572859,0.009868,2.945917,0.219671
beach,blurry,style_light,138,2128,24859,572859,0.06485,1.494416,0.210325
beach,backlighting,style_light,28,2128,3686,572859,0.013158,2.044932,0.161527
bed,looking_at_viewer,camera,1439,2613,281535,572859,0.550708,1.120564,1.950707
bed,between_legs,camera,79,2613,1697,572859,0.030233,10.205953,0.994769
bed,male_focus,camera,109,2613,4778,572859,0.041715,5.001367,0.519029
bed,foot_focus,camera,36,2613,1469,572859,0.013777,5.372656,0.446671
bed,looking_at_another,camera,31,2613,1862,572859,0.011864,3.649979,0.294331
bed,from_above,camera,69,2613,5335,572859,0.026406,2.835457,0.269032
bed,pov,camera,36,2613,2781,572859,0.013777,2.837983,0.235944
bed,midriff_peek,camera,18,2613,1360,572859,0.006889,2.901629,0.209956
bed,pajamas,clothing,250,2613,1780,572859,0.095675,30.791322,7.114449
bed,armlet,clothing,112,2613,862,572859,0.042863,28.485188,2.971518
bed,pink_pajamas,clothing,46,2613,321,572859,0.017604,31.416741,2.746119
bed,green_shorts,clothing,67,2613,709,572859,0.025641,20.717479,1.954167
bed,shorts,clothing,412,2613,21117,572859,0.157673,4.277336,1.770566
bed,red_bikini,clothing,36,2613,371,572859,0.013777,21.273401,1.768626
bed,bikini,clothing,153,2613,2457,572859,0.058553,13.651947,1.768351
bed,topknot,clothing,51,2613,612,572859,0.019518,18.269518,1.630856
bed,blush,expression,1492,2613,173813,572859,0.570991,1.881893,3.413472
bed,closed_mouth,expression,880,2613,114033,572859,0.336778,1.691845,1.68049
bed,closed_eyes,expression,347,2613,34659,572859,0.132798,2.194936,0.744057
bed,brown_eyes,expression,380,2613,58461,572859,0.145427,1.425036,0.536968
bed,split_mouth,expression,30,2613,1820,572859,0.011481,3.613751,0.289472
bed,embarrassed,expression,22,2613,1972,572859,0.008419,2.445818,0.184066
bed,nose_blush,expression,28,2613,2917,572859,0.010716,2.104408,0.166225
bed,empty_eyes,expression,21,2613,2183,572859,0.008037,2.108987,0.157263
bed,lying,pose_action,897,2613,10052,572859,0.343284,19.563578,19.862862
bed,on_back,pose_action,512,2613,4162,572859,0.195943,26.969706,14.361625
bed,sitting,pose_action,1052,2613,51872,572859,0.402602,4.446221,5.416942
bed,barefoot,pose_action,399,2613,11020,572859,0.152698,7.93779,3.165631
bed,sleeping,pose_action,209,2613,2727,572859,0.079985,16.802329,3.145391
bed,on_side,pose_action,176,2613,2265,572859,0.067356,17.035418,2.604106
bed,feet,pose_action,223,2613,4697,572859,0.085343,10.408608,2.102915
bed,the_pose,pose_action,33,2613,328,572859,0.012629,22.057101,1.801479
bed,lamp,prop,265,2613,1333,572859,0.101416,43.583696,10.782055
bed,blanket,prop,202,2613,1002,572859,0.077306,44.196917,7.948338
bed,stuffed_toy,prop,309,2613,8274,572859,0.118255,8.1875,2.4242
bed,poster_(object),prop,35,2613,392,572859,0.013395,19.574483,1.618039
bed,clock,prop,85,2613,1319,572859,0.03253,14.128058,1.39707
bed,potted_plant,prop,128,2613,2655,572859,0.048986,10.569484,1.130871
bed,shelf,prop,44,2613,762,572859,0.016839,12.659193,1.096535
bed,laptop,prop,32,2613,521,572859,0.012246,13.465441,1.092888
bed,on_bed,scene,1421,2613,2555,572859,0.543819,121.930261,209.24427
bed,pillow,scene,1550,2613,5304,572859,0.593188,64.067314,121.351365
bed,bed_sheet,scene,687,2613,1741,572859,0.262916,86.509997,64.668985
bed,bedroom,scene,393,2613,528,572859,0.150402,163.180011,63.94089
bed,indoors,scene,1700,2613,22038,572859,0.650593,16.911615,35.571302
bed,curtains,scene,645,2613,4219,572859,0.246843,33.516489,23.299612
bed,window,scene,864,2613,11501,572859,0.330654,16.46973,16.01885
bed,under_covers,scene,162,2613,729,572859,0.061998,48.718714,6.752298
bed,blurry,style_light,200,2613,24859,572859,0.07654,1.763822,0.313508
bed,sunlight,style_light,77,2613,6116,572859,0.029468,2.760143,0.267668
bed,light,style_light,22,2613,1593,572859,0.008419,3.027717,0.227858
bed,sweat,style_light,85,2613,9555,572859,0.03253,1.950278,0.192856
bed,depth_of_field,style_light,89,2613,11727,572859,0.03406,1.663839,0.166021
bed,blurry_background,style_light,94,2613,13705,572859,0.035974,1.503686,0.151649
bed,backlighting,style_light,29,2613,3686,572859,0.011098,1.724849,0.137217
bed,light_particles,style_light,36,2613,5301,572859,0.013777,1.488857,0.12378
bedroom,between_legs,camera,34,528,1697,572859,0.064394,21.737565,2.300452
bedroom,male_focus,camera,38,528,4778,572859,0.07197,8.628817,1.044073
bedroom,from_above,camera,30,528,5335,572859,0.056818,6.100995,0.55535
bedroom,dutch_angle,camera,20,528,6254,572859,0.037879,3.469652,0.256255
bedroom,green_shorts,clothing,53,528,709,572859,0.100379,81.10422,14.648689
bedroom,pajamas,clothing,67,528,1780,572859,0.126894,40.838391,9.776067
bedroom,shorts,clothing,126,528,21117,572859,0.238636,6.473694,3.296016
bedroom,yellow_shirt,clothing,57,528,5610,572859,0.107955,11.02366,2.173128
bedroom,shirt,clothing,232,528,174508,572859,0.439394,1.442402,1.510821
bedroom,t-shirt,clothing,39,528,3564,572859,0.073864,11.87246,1.482206
bedroom,short_sleeves,clothing,125,528,64807,572859,0.236742,2.092676,1.055421
bedroom,bikini,clothing,22,528,2457,572859,0.041667,9.714744,0.731107
bedroom,blush,expression,288,528,173813,572859,0.545455,1.797728,2.426165
bedroom,closed_mouth,expression,213,528,114033,572859,0.403409,2.026576,1.919831
bedroom,brown_eyes,expression,113,528,58461,572859,0.214015,2.097133,0.937988
bedroom,closed_eyes,expression,54,528,34659,572859,0.102273,1.690408,0.312257
bedroom,lying,pose_action,123,528,10052,572859,0.232955,13.275976,6.568434
bedroom,sitting,pose_action,236,528,51872,572859,0.44697,4.936201,5.275197
bedroom,barefoot,pose_action,108,528,11020,572859,0.204545,10.633004,4.506204
bedroom,on_back,pose_action,51,528,4162,572859,0.096591,13.294803,2.292644
bedroom,hand_between_legs,pose_action,32,528,1549,572859,0.060606,22.413639,2.205026
bedroom,on_stomach,pose_action,38,528,2429,572859,0.07197,16.973441,2.05376
bedroom,sleeping,pose_action,39,528,2727,572859,0.073864,15.516483,1.93714
bedroom,arm_support,pose_action,39,528,3027,572859,0.073864,13.978675,1.745154
bedroom,lamp,prop,120,528,1333,572859,0.227273,97.670838,46.925141
bedroom,poster_(object),prop,31,528,392,572859,0.058712,85.800426,8.124439
bedroom,blanket,prop,39,528,1002,572859,0.073864,42.228991,5.272037
bedroom,stuffed_toy,prop,99,528,8274,572859,0.1875,12.981758,4.959258
bedroom,picture_frame,prop,39,528,1092,572859,0.073864,38.74858,4.837529
bedroom,cellphone,prop,60,528,3864,572859,0.113636,16.847208,3.532358
bedroom,potted_plant,prop,50,528,2655,572859,0.094697,20.432396,3.44052
bedroom,smartphone,prop,49,528,2592,572859,0.092803,20.510436,3.370694
bedroom,bed,scene,393,528,2613,572859,0.744318,163.180011,316.434748
bedroom,on_bed,scene,310,528,2555,572859,0.587121,131.63901,193.61817
bedroom,pillow,scene,308,528,5304,572859,0.583333,63.002969,91.968531
bedroom,curtains,scene,229,528,4219,572859,0.433712,58.889759,60.747142
bedroom,indoors,scene,455,528,22038,572859,0.861742,22.400259,51.49052
bedroom,bed_sheet,scene,118,528,1741,572859,0.223485,73.535501,34.630037
bedroom,window,scene,254,528,11501,572859,0.481061,23.961386,27.913535
bedroom,under_covers,scene,37,528,729,572859,0.070076,55.066568,6.452344
bedroom,blurry,style_light,55,528,24859,572859,0.104167,2.400451,0.453314
bedroom,sunlight,style_light,28,528,6116,572859,0.05303,4.967117,0.416127
bedroom,depth_of_field,style_light,25,528,11727,572859,0.047348,2.312953,0.178568
bedroom,sweat,style_light,18,528,9555,572859,0.034091,2.043881,0.147891
bedroom,blurry_background,style_light,21,528,13705,572859,0.039773,1.662471,0.123967
bell,looking_at_viewer,camera,3860,6866,281535,572859,0.562191,1.143928,2.307277
bell,full_body,camera,1388,6866,78638,572859,0.202156,1.472655,0.936434
bell,foot_focus,camera,47,6866,1469,572859,0.006845,2.669439,0.23436
bell,triangle_mouth,camera,31,6866,1068,572859,0.004515,2.421778,0.19529
bell,midriff_peek,camera,33,6866,1360,572859,0.004806,2.024506,0.165348
bell,motion_lines,camera,36,6866,1588,572859,0.005243,1.891455,0.157252
bell,facing_viewer,camera,148,6866,8847,572859,0.021555,1.395756,0.153439
bell,between_legs,camera,35,6866,1697,572859,0.005098,1.720799,0.142242
bell,jingle_bell,clothing,3586,6866,3586,572859,0.522284,83.434168,154.949492
bell,hair_bell,clothing,1949,6866,1949,572859,0.283863,83.434168,77.967992
bell,neck_bell,clothing,1798,6866,1800,572859,0.26187,83.341464,71.087171
bell,brown_collar,clothing,287,6866,356,572859,0.0418,67.262939,8.316243
bell,hair_ornament,clothing,3517,6866,108389,572859,0.512234,2.707267,4.919381
bell,checkered_kimono,clothing,174,6866,346,572859,0.025342,41.958223,4.751387
bell,ribbon-trimmed_legwear,clothing,209,6866,454,572859,0.03044,38.409122,4.49472
bell,orange_necktie,clothing,192,6866,544,572859,0.027964,29.447354,3.394325
bell,blush,expression,2935,6866,173813,572859,0.427469,1.408866,2.089244
