trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
after fellatio,after_fellatio,grabbing,grabbing,pose_action,15,1954,12676,200039,0.007677,0.001183,0.121143,-3.045214,0.008468,nsfw,explicit_nsfw,表情动作,手部动作(抓着某物),weilin_tagcart.csv,123.820375,95.637523
clothed sex,clothed_sex,head out of frame,head_out_of_frame,clothing,36,16404,1945,200039,0.002195,0.018509,0.225708,-2.147468,0.018765,nsfw,explicit_nsfw,服饰,头饰,weilin_tagcart.csv,159.497798,95.623302
bottomless,bottomless,partially submerged,partially_submerged,pose_action,68,17549,2388,200039,0.003875,0.028476,0.324591,-1.623304,0.030708,nsfw,nudity_nsfw,表情动作,其他动作,danbooru_all.csv,209.494209,95.566418
string panties,string_panties,vaginal,vaginal,pose_action,32,500,61149,200039,0.064,0.000523,0.209366,-2.255904,0.021751,suggestive,suggestive,人物,性器官,danbooru_all.csv,152.842696,95.542394
vaginal,vaginal,string panties,string_panties,clothing,32,61149,500,200039,0.000523,0.064,0.209366,-2.255904,0.016993,nsfw,explicit_nsfw,服饰,上半身服装,danbooru_all.csv,152.842696,95.542394
ass grab,ass_grab,detached collar,detached_collar,clothing,122,8008,7190,200039,0.015235,0.016968,0.423859,-1.238343,0.044941,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,287.831473,95.542288
garter straps,garter_straps,flat chest,flat_chest,body_detail,49,3091,11662,200039,0.015852,0.004202,0.271918,-1.878754,0.024076,suggestive,suggestive,人物,胸部,weilin_tagcart.csv,180.201071,95.525076
sex from behind,sex_from_behind,facing viewer,facing_viewer,camera,19,28679,912,200039,0.000663,0.020833,0.145315,-2.782748,0.010625,nsfw,explicit_nsfw,镜头,人物视觉朝向,danbooru_all.csv,130.750744,95.511722
bikini bottom only,bikini_bottom_only,pussy,pussy,body_detail,63,381,105972,200039,0.165354,0.000594,0.312133,-1.679769,0.096171,suggestive,suggestive,人物,性器官,danbooru_all.csv,201.837302,95.501655
pussy,pussy,bikini bottom only,bikini_bottom_only,clothing,63,105972,381,200039,0.000594,0.165354,0.312133,-1.679769,0.02908,nsfw,explicit_nsfw,服饰,泳装,weilin_tagcart.csv,201.837302,95.501655
cum on hands,cum_on_hands,pussy,pussy,body_detail,14,230,105972,200039,0.06087,0.000132,0.114901,-3.121537,0.009653,nsfw,explicit_nsfw,人物,性器官,danbooru_all.csv,121.84404,95.452654
pussy,pussy,cum on hands,cum_on_hands,other,14,105972,230,200039,0.000132,0.06087,0.114901,-3.121537,0.007929,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,121.84404,95.452654
nude,nude,open cardigan,open_cardigan,clothing,106,101769,521,200039,0.001042,0.203455,0.399915,-1.322236,0.04128,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,265.056559,95.447511
tentacle sex,tentacle_sex,white shirt,white_shirt,clothing,78,1462,30693,200039,0.053352,0.002541,0.347714,-1.524026,0.036072,nsfw,explicit_nsfw,服饰,上衣,weilin_tagcart.csv,224.322087,95.443803
cum on body,cum_on_body,cup,cup,prop,87,15536,3059,200039,0.0056,0.028441,0.366197,-1.449307,0.036378,nsfw,explicit_nsfw,物品,餐具,weilin_tagcart.csv,237.576793,95.435965
black bikini,black_bikini,pillow,pillow,scene,90,1854,26106,200039,0.048544,0.003447,0.371969,-1.426744,0.037197,suggestive,suggestive,场景,床上用品,weilin_tagcart.csv,241.955439,95.432677
no panties,no_panties,dark-skinned female,dark-skinned_female,body_detail,83,13740,3373,200039,0.006041,0.024607,0.358253,-1.48095,0.035261,nsfw,nudity_nsfw,人物,皮肤,danbooru_all.csv,231.679922,95.414912
garter belt,garter_belt,school uniform,school_uniform,clothing,22,2249,12082,200039,0.009782,0.001821,0.16196,-2.626286,0.012189,suggestive,suggestive,服饰,正装,weilin_tagcart.csv,135.835602,95.398733
vaginal,vaginal,pink nails,pink_nails,body_detail,133,61149,991,200039,0.002175,0.134208,0.439039,-1.187578,0.047314,nsfw,explicit_nsfw,人物,指甲,weilin_tagcart.csv,302.934223,95.326437
shirt lift,shirt_lift,strap slip,strap_slip,clothing,45,9955,3489,200039,0.00452,0.012898,0.25917,-1.948029,0.022553,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,173.631117,95.293773
topless,topless,sweater,sweater,clothing,21,8834,3034,200039,0.002377,0.006922,0.156733,-2.673617,0.011687,nsfw,nudity_nsfw,服饰,外套,weilin_tagcart.csv,133.985653,95.27705
cowgirl position,cowgirl_position,phone,phone,prop,15,16456,1500,200039,0.000912,0.01,0.12156,-3.04026,0.008497,nsfw,explicit_nsfw,物品,数码设备,danbooru_all.csv,123.395938,95.219337
swimsuit,swimsuit,pants,pants,clothing,94,11084,4467,200039,0.008481,0.021043,0.379778,-1.396771,0.038301,suggestive,suggestive,服饰,裤子,weilin_tagcart.csv,247.512875,95.212028
fellatio,fellatio,french kiss,french_kiss,pose_action,18,13810,1864,200039,0.001303,0.009657,0.139877,-2.837765,0.010121,nsfw,explicit_nsfw,表情动作,其他动作,weilin_tagcart.csv,128.684107,95.2019
tentacle sex,tentacle_sex,sidelocks,sidelocks,body_detail,51,1462,25037,200039,0.034884,0.002037,0.278712,-1.843155,0.02488,nsfw,explicit_nsfw,人物,头发发型,danbooru_all.csv,182.984788,95.199084
cowgirl position,cowgirl_position,dildo,dildo,prop,22,16456,1648,200039,0.001337,0.01335,0.162277,-2.623473,0.012213,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,135.571004,95.141089
dildo,dildo,cowgirl position,cowgirl_position,other,22,1648,16456,200039,0.01335,0.001337,0.162277,-2.623473,0.012213,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,135.571004,95.141089
cum in pussy,cum_in_pussy,makeup,makeup,body_detail,90,34620,1396,200039,0.0026,0.06447,0.372516,-1.424626,0.037252,nsfw,explicit_nsfw,人物,面部,weilin_tagcart.csv,241.600488,95.12691
gangbang,gangbang,blue sky,blue_sky,scene,33,3635,8477,200039,0.009078,0.003893,0.214231,-2.222762,0.017497,nsfw,explicit_nsfw,环境,天空,danbooru_all.csv,154.039437,95.109055
clothed sex,clothed_sex,imminent penetration,imminent_penetration,pose_action,42,16404,2056,200039,0.00256,0.020428,0.24911,-2.005145,0.021374,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,168.600243,95.062861
imminent penetration,imminent_penetration,clothed sex,clothed_sex,pose_action,42,2056,16404,200039,0.020428,0.00256,0.24911,-2.005145,0.021374,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,168.600243,95.062861
ass,ass,turtleneck,turtleneck,clothing,124,49327,1176,200039,0.002514,0.105442,0.427607,-1.225644,0.045478,suggestive,suggestive,服饰,装饰,weilin_tagcart.csv,289.986213,95.009423
fellatio,fellatio,naked jacket,naked_jacket,other,15,13810,1784,200039,0.001086,0.008408,0.121792,-3.037513,0.008513,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,123.161184,94.988058
naked jacket,naked_jacket,fellatio,fellatio,pose_action,15,1784,13810,200039,0.008408,0.001086,0.121792,-3.037513,0.008513,nsfw,nudity_nsfw,表情动作,性爱动作,danbooru_all.csv,123.161184,94.988058
bdsm,bdsm,cleft of venus,cleft_of_venus,other,21,4183,6392,200039,0.00502,0.003285,0.157112,-2.670135,0.011716,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,133.662616,94.961968
cleft of venus,cleft_of_venus,bdsm,bdsm,other,21,6392,4183,200039,0.003285,0.00502,0.157112,-2.670135,0.011716,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,133.662616,94.961968
object insertion,object_insertion,standing,standing,pose_action,116,2169,25701,200039,0.053481,0.004513,0.416258,-1.264448,0.046758,nsfw,review_context,表情动作,基础动作,weilin_tagcart.csv,278.673004,94.958987
pov crotch,pov_crotch,spread legs,spread_legs,pose_action,94,821,60233,200039,0.114495,0.001561,0.380246,-1.394994,0.087814,nsfw,review_context,表情动作,腿部动作,weilin_tagcart.csv,247.208259,94.951402
spread legs,spread_legs,pov crotch,pov_crotch,camera,94,60233,821,200039,0.001561,0.114495,0.380246,-1.394994,0.038348,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,247.208259,94.951402
vaginal,vaginal,:q,:q,body_detail,55,61149,618,200039,0.000899,0.088997,0.291138,-1.780223,0.02639,nsfw,explicit_nsfw,人物,舌头,weilin_tagcart.csv,188.913572,94.926185
breasts out,breasts_out,red collar,red_collar,clothing,31,18295,1646,200039,0.001694,0.018834,0.205927,-2.279792,0.016606,nsfw,nudity_nsfw,服饰,衣服装饰,danbooru_all.csv,150.538495,94.922244
anal,anal,wet clothes,wet_clothes,clothing,41,4333,7701,200039,0.009462,0.005324,0.245789,-2.024507,0.020985,nsfw,explicit_nsfw,服饰,上半身服装,danbooru_all.csv,166.809637,94.886993
grabbing own breast,grabbing_own_breast,dark skin,dark_skin,body_detail,18,1426,18006,200039,0.012623,0.001,0.140233,-2.834102,0.010147,suggestive,suggestive,人物,皮肤,weilin_tagcart.csv,128.35775,94.881945
spread pussy,spread_pussy,pants,pants,clothing,31,6736,4467,200039,0.004602,0.00694,0.206091,-2.278649,0.016619,nsfw,explicit_nsfw,服饰,裤子,weilin_tagcart.csv,150.419228,94.808039
clothes lift,clothes_lift,palm tree,palm_tree,prop,25,20920,1342,200039,0.001195,0.018629,0.178131,-2.488986,0.013752,nsfw,nudity_nsfw,物品,植物,weilin_tagcart.csv,140.345833,94.799118
sex,sex,curvy,curvy,pose_action,22,73101,370,200039,0.000301,0.059459,0.162709,-2.619632,0.012245,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,135.210484,94.790088
ass visible through thighs,ass_visible_through_thighs,bra,bra,clothing,122,5917,9699,200039,0.020619,0.012579,0.425252,-1.233611,0.045089,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,286.888972,94.769669
bra,bra,ass visible through thighs,ass_visible_through_thighs,camera,122,9699,5917,200039,0.012579,0.020619,0.425252,-1.233611,0.045089,suggestive,suggestive,镜头,人物构图,danbooru_all.csv,286.888972,94.769669
girl on top,girl_on_top,large penis,large_penis,body_detail,41,22995,1450,200039,0.001783,0.028276,0.245978,-2.023396,0.021001,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,166.681247,94.766365
large penis,large_penis,girl on top,girl_on_top,other,41,1450,22995,200039,0.028276,0.001783,0.245978,-2.023396,0.021001,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,166.681247,94.766365
irrumatio,irrumatio,pussy juice,pussy_juice,body_detail,38,1229,26338,200039,0.030919,0.001443,0.234835,-2.090278,0.019741,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,161.815456,94.739202
pussy juice,pussy_juice,irrumatio,irrumatio,pose_action,38,26338,1229,200039,0.001443,0.030919,0.234835,-2.090278,0.019741,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,161.815456,94.739202
handjob,handjob,cloud,cloud,scene,63,4649,8647,200039,0.013551,0.007286,0.313495,-1.673487,0.029207,nsfw,explicit_nsfw,环境,云,danbooru_all.csv,200.960328,94.710495
x-ray,x-ray,sitting,sitting,pose_action,39,999,32706,200039,0.039039,0.001192,0.238774,-2.066285,0.020179,nsfw,review_context,表情动作,腿部动作,weilin_tagcart.csv,163.33462,94.646791
group sex,group_sex,steam,steam,clothing,24,7620,3635,200039,0.00315,0.006602,0.173327,-2.528431,0.013272,nsfw,explicit_nsfw,服饰,小装饰,weilin_tagcart.csv,138.466499,94.62635
breast focus,breast_focus,indoors,indoors,scene,14,350,69155,200039,0.04,0.000202,0.115705,-3.11148,0.007985,suggestive,suggestive,场景,室内,danbooru_all.csv,120.997655,94.617522
white bikini,white_bikini,open shirt,open_shirt,clothing,41,2795,11917,200039,0.014669,0.00344,0.246235,-2.021892,0.021023,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,166.507606,94.603241
panties around one leg,panties_around_one_leg,water,water,scene,17,1723,14665,200039,0.009867,0.001159,0.134585,-2.893412,0.009632,suggestive,suggestive,环境,水,danbooru_all.csv,126.314344,94.602287
penis,penis,striped panties,striped_panties,clothing,36,84272,376,200039,0.000427,0.095745,0.227272,-2.137508,0.018895,nsfw,explicit_nsfw,服饰,正装,danbooru_all.csv,158.400472,94.582266
striped panties,striped_panties,penis,penis,body_detail,36,376,84272,200039,0.095745,0.000427,0.227272,-2.137508,0.036182,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,158.400472,94.582266
erection,erection,facing away,facing_away,camera,66,19766,2078,200039,0.003339,0.031761,0.321436,-1.637397,0.030228,nsfw,explicit_nsfw,镜头,主角动作,weilin_tagcart.csv,205.328701,94.543465
breast press,breast_press,open jacket,open_jacket,clothing,37,3978,8044,200039,0.009301,0.0046,0.231302,-2.11215,0.019338,suggestive,suggestive,服饰,外套,weilin_tagcart.csv,159.963967,94.522144
breasts squeezed together,breasts_squeezed_together,white panties,white_panties,clothing,14,2403,10063,200039,0.005826,0.001391,0.115814,-3.110117,0.007992,suggestive,suggestive,服饰,上半身服装,danbooru_all.csv,120.883373,94.50477
white panties,white_panties,breasts squeezed together,breasts_squeezed_together,body_detail,14,10063,2403,200039,0.001391,0.005826,0.115814,-3.110117,0.007992,suggestive,suggestive,人物,胸部,danbooru_all.csv,120.883373,94.50477
string bikini,string_bikini,skirt,skirt,clothing,39,1405,23224,200039,0.027758,0.001679,0.239092,-2.064359,0.020206,suggestive,suggestive,服饰,裙子,weilin_tagcart.csv,163.116792,94.441399
oral,oral,orgasm,orgasm,expression,47,14930,2356,200039,0.003148,0.019949,0.267287,-1.90354,0.023466,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,175.841111,94.403588
orgasm,orgasm,oral,oral,pose_action,47,2356,14930,200039,0.019949,0.003148,0.267287,-1.90354,0.023466,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,175.841111,94.403588
uterus,uterus,barefoot,barefoot,pose_action,91,3173,15267,200039,0.028679,0.005961,0.375779,-1.412044,0.037659,nsfw,review_context,表情动作,腿部动作,weilin_tagcart.csv,242.163733,94.359605
anus,anus,pelvic curtain,pelvic_curtain,clothing,77,33352,1329,200039,0.002309,0.057938,0.347503,-1.524903,0.033699,nsfw,explicit_nsfw,服饰,正装,weilin_tagcart.csv,221.580832,94.338561
nude,nude,id card,id_card,prop,37,101769,314,200039,0.000364,0.117834,0.231617,-2.110184,0.019364,nsfw,nudity_nsfw,物品,其他物品,danbooru_all.csv,159.746179,94.316025
prone bone,prone_bone,smile,smile,expression,86,1003,46831,200039,0.085743,0.001836,0.366251,-1.449096,0.06225,review,review_context,表情动作,笑,weilin_tagcart.csv,234.811677,94.309259
huge breasts,huge_breasts,socks,socks,clothing,41,4745,7005,200039,0.008641,0.005853,0.246748,-2.018888,0.021067,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,166.161224,94.277904
cum on stomach,cum_on_stomach,bare shoulders,bare_shoulders,body_detail,98,1067,47254,200039,0.091846,0.002074,0.38881,-1.362862,0.072615,nsfw,explicit_nsfw,人物,肩部,weilin_tagcart.csv,252.05094,94.154349
oral,oral,faceless male,faceless_male,other,136,14930,4095,200039,0.009109,0.033211,0.444979,-1.16819,0.048155,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,305.632152,94.149345
pussy,pussy,string panties,string_panties,clothing,107,105972,500,200039,0.00101,0.214,0.403959,-1.307719,0.041773,nsfw,explicit_nsfw,服饰,上半身服装,danbooru_all.csv,264.878349,94.101965
string panties,string_panties,pussy,pussy,body_detail,107,500,105972,200039,0.214,0.00101,0.403959,-1.307719,0.178789,suggestive,suggestive,人物,性器官,danbooru_all.csv,264.878349,94.101965
footjob,footjob,girl on top,girl_on_top,other,21,1155,22995,200039,0.018182,0.000913,0.158168,-2.660471,0.011794,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,132.770235,94.091762
girl on top,girl_on_top,footjob,footjob,pose_action,21,22995,1155,200039,0.000913,0.018182,0.158168,-2.660471,0.011794,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,132.770235,94.091762
ahegao,ahegao,day,day,scene,104,2825,18451,200039,0.036814,0.005637,0.399126,-1.325085,0.041048,nsfw,review_context,环境,天气,weilin_tagcart.csv,260.569564,94.078633
fellatio,fellatio,plant,plant,prop,108,13810,3857,200039,0.00782,0.028001,0.405597,-1.30188,0.042017,nsfw,explicit_nsfw,物品,植物,weilin_tagcart.csv,266.273927,94.078441
sex toy,sex_toy,from side,from_side,camera,41,2951,11243,200039,0.013894,0.003647,0.247199,-2.016254,0.021106,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,165.858123,93.993291
nipple piercing,nipple_piercing,loli,loli,body_detail,40,1059,31024,200039,0.037771,0.001289,0.243546,-2.037734,0.020689,nsfw,nudity_nsfw,人物,年龄,weilin_tagcart.csv,164.240053,93.981891
clothed female nude male,clothed_female_nude_male,cup,cup,prop,42,10949,3059,200039,0.003836,0.01373,0.250848,-1.995117,0.021523,nsfw,nudity_nsfw,物品,餐具,weilin_tagcart.csv,167.432306,93.967907
spread pussy,spread_pussy,lifted by self,lifted_by_self,pose_action,36,6736,4684,200039,0.005344,0.007686,0.228243,-2.131355,0.018976,nsfw,explicit_nsfw,表情动作,手部动作,weilin_tagcart.csv,157.726363,93.943125
standing sex,standing_sex,hand on another's head,hand_on_another's_head,pose_action,31,7915,3777,200039,0.003917,0.008208,0.207433,-2.269281,0.016727,nsfw,explicit_nsfw,表情动作,手部动作(放在某地),weilin_tagcart.csv,149.445633,93.876065
double handjob,double_handjob,sidelocks,sidelocks,body_detail,39,1298,25037,200039,0.030046,0.001558,0.240061,-2.058525,0.020288,nsfw,explicit_nsfw,人物,头发发型,danbooru_all.csv,162.458451,93.820844
side-tie bikini bottom,side-tie_bikini_bottom,pillow,pillow,scene,41,1269,26106,200039,0.032309,0.001571,0.247569,-2.014096,0.021137,suggestive,suggestive,场景,床上用品,weilin_tagcart.csv,165.610276,93.760612
rape,rape,cowboy shot,cowboy_shot,camera,54,3046,12221,200039,0.017728,0.004419,0.290183,-1.784966,0.026206,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,186.089543,93.759418
breasts on glass,breasts_on_glass,pussy,pussy,body_detail,136,576,105972,200039,0.236111,0.001283,0.445697,-1.165864,0.227764,suggestive,suggestive,人物,性器官,danbooru_all.csv,305.139858,93.754686
pussy,pussy,breasts on glass,breasts_on_glass,body_detail,136,105972,576,200039,0.001283,0.236111,0.445697,-1.165864,0.048232,nsfw,explicit_nsfw,表情动作,手放在某地,danbooru_all.csv,305.139858,93.754686
garter belt,garter_belt,pantyhose,pantyhose,clothing,34,2249,13718,200039,0.015118,0.002478,0.220452,-2.181466,0.018115,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,154.228835,93.724191
pantyhose,pantyhose,garter belt,garter_belt,clothing,34,13718,2249,200039,0.002478,0.015118,0.220452,-2.181466,0.018115,suggestive,suggestive,服饰,衣服装饰,danbooru_all.csv,154.228835,93.724191
spread pussy,spread_pussy,licking,licking,pose_action,30,6736,4382,200039,0.004454,0.006846,0.203311,-2.298238,0.016286,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,147.556986,93.656325
clothes lift,clothes_lift,hug,hug,pose_action,117,20920,2663,200039,0.005593,0.043935,0.420115,-1.251145,0.044192,nsfw,nudity_nsfw,表情动作,其他动作,weilin_tagcart.csv,278.495493,93.648892
bikini,bikini,shoes,shoes,clothing,67,7611,5410,200039,0.008803,0.012384,0.3255,-1.619272,0.030703,suggestive,suggestive,服饰,鞋子,weilin_tagcart.csv,205.837412,93.645886
clothing aside,clothing_aside,japanese clothes,japanese_clothes,clothing,76,8639,5078,200039,0.008797,0.014967,0.346555,-1.528844,0.03352,suggestive,suggestive,服饰,风格,weilin_tagcart.csv,219.301446,93.639622
brown pantyhose,brown_pantyhose,loli,loli,body_detail,22,864,31024,200039,0.025463,0.000709,0.164182,-2.606631,0.012356,suggestive,suggestive,人物,年龄,weilin_tagcart.csv,133.99755,93.609557
tentacle sex,tentacle_sex,halo,halo,clothing,54,1462,25435,200039,0.036936,0.002123,0.290489,-1.783446,0.026234,nsfw,explicit_nsfw,服饰,头饰,weilin_tagcart.csv,185.893601,93.579993
